Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Expiry_Year,Expiry_Month,Expiry_Day,Name,Type,Address,City,Contact
369,Fruits,23,2025-03-16,523,Restaurant,Lake Lorrainefort,Vegan,Breakfast,2025,March,16,"Roberts, Howard and Bender",Restaurant,"67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267
370,Fruits,35,2025-03-16,783,Restaurant,Port Melanie,Vegan,Lunch,2025,March,16,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998
371,Bread,34,2025-03-21,154,Supermarket,New John,Non-Vegetarian,Lunch,2025,March,21,Smith-Turner,Supermarket,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311
372,Pasta,11,2025-03-25,138,Grocery Store,North Sherrimouth,Vegan,Snacks,2025,March,25,"Jones, Rojas and Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679
373,Rice,39,2025-03-21,252,Grocery Store,Phillipsfort,Non-Vegetarian,Lunch,2025,March,21,Blair LLC,Grocery Store,"084 Alejandro Ports Apt. 820
Sarahton, LA 54906",Phillipsfort,(213)522-3298x866
374,Chicken,44,2025-03-21,709,Restaurant,South Kathryn,Vegan,Lunch,2025,March,21,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523
375,Vegetables,15,2025-03-28,569,Grocery Store,South Russelltown,Vegan,Dinner,2025,March,28,Booker Ltd,Grocery Store,"1780 Crystal Turnpike Suite 052
South Brandi, OH 87518",South Russelltown,001-391-794-1009x585
376,Vegetables,47,2025-03-25,41,Catering Service,Bentleyburgh,Vegan,Lunch,2025,March,25,Kelly-Ware,Catering Service,"482 Bush Island
Wrightburgh, MI 64397",Bentleyburgh,(033)969-7445x782
377,Pasta,22,2025-03-25,737,Restaurant,Port Andrea,Non-Vegetarian,Breakfast,2025,March,25,"Ballard, Stanley and Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,409.995.2073x69158
378,Soup,39,2025-03-19,834,Supermarket,Harrishaven,Vegetarian,Lunch,2025,March,19,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,(258)012-0928x8067
379,Rice,14,2025-03-18,312,Restaurant,North Ianbury,Vegetarian,Lunch,2025,March,18,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411
380,Soup,26,2025-03-22,985,Restaurant,Harrisonbury,Non-Vegetarian,Snacks,2025,March,22,Frey PLC,Restaurant,"4394 William Island
West Beth, OR 77721",Harrisonbury,(890)661-5455
381,Pasta,35,2025-03-18,86,Catering Service,New Michelle,Vegan,Dinner,2025,March,18,Murphy-Boyd,Catering Service,"7105 James Overpass
Wilsonberg, NC 47111",New Michelle,387-962-7399x435
382,Salad,42,2025-03-20,208,Restaurant,East Garyton,Non-Vegetarian,Dinner,2025,March,20,"Miller, Johnson and Fernandez",Restaurant,"228 Kathryn Mountains Suite 986
Cortezmouth, IA 90538",East Garyton,985.790.0081x8718
383,Vegetables,48,2025-03-19,783,Restaurant,Port Melanie,Vegan,Lunch,2025,March,19,Cooper LLC,Restaurant,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998
384,Fish,14,2025-03-26,614,Supermarket,Robertshire,Vegan,Snacks,2025,March,26,"Morris, Mcpherson and Edwards",Supermarket,"2570 Frost Green Apt. 854
West Rachel, MA 88616",Robertshire,526.766.1952x181
385,Pasta,7,2025-03-25,885,Restaurant,Lake Stephen,Non-Vegetarian,Dinner,2025,March,25,"Spears, Anderson and Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080
386,Salad,30,2025-03-22,697,Restaurant,Padillatown,Vegetarian,Snacks,2025,March,22,"Rodriguez, Thomas and Foster",Restaurant,"792 Mathews Course Suite 808
Kevinmouth, MD 24910",Padillatown,564-331-0431
387,Rice,31,2025-03-24,958,Restaurant,Lake Vanessaland,Vegan,Dinner,2025,March,24,Patel Ltd,Restaurant,"892 Brandy Village
Deborahshire, AK 22864",Lake Vanessaland,(694)214-7175
388,Soup,41,2025-03-25,858,Restaurant,Johnsonborough,Vegetarian,Dinner,2025,March,25,"Petersen, Morrison and Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967
389,Vegetables,30,2025-03-18,707,Supermarket,Laurietown,Non-Vegetarian,Snacks,2025,March,18,"Peterson, Lee and Moore",Supermarket,"439 Dana Vista
North Tracyton, TN 34903",Laurietown,710-623-8778x66342
390,Soup,19,2025-03-27,264,Catering Service,New Richard,Non-Vegetarian,Lunch,2025,March,27,Holland and Sons,Catering Service,"430 Tyler View Apt. 166
South Katherine, TX 04269",New Richard,184-401-2586x9344
391,Bread,40,2025-03-25,321,Restaurant,North Edwinchester,Vegan,Lunch,2025,March,25,Williams-Boyle,Restaurant,"09025 Callahan Club
Ramosport, WY 36155",North Edwinchester,633-782-3532x46627
392,Soup,34,2025-03-19,599,Restaurant,Carlborough,Vegan,Dinner,2025,March,19,Gomez LLC,Restaurant,"388 Zuniga Trail Suite 934
Jodiburgh, DC 27839",Carlborough,087-853-4529x913
393,Bread,50,2025-03-28,404,Restaurant,Brownchester,Vegan,Breakfast,2025,March,28,Schmidt Ltd,Restaurant,"8891 Colleen Lodge
New Kristenstad, VT 55046",Brownchester,3466470514
394,Fruits,30,2025-03-21,485,Restaurant,East Andrea,Vegetarian,Dinner,2025,March,21,Baker-Mcdonald,Restaurant,"290 Bowen Loaf Apt. 261
Gordonshire, ME 35368",East Andrea,933.503.6294x194
395,Vegetables,36,2025-03-28,717,Catering Service,Pamelaberg,Vegan,Lunch,2025,March,28,Shepherd and Sons,Catering Service,"533 Peters Locks Suite 995
West Mindyhaven, MS 87079",Pamelaberg,+1-508-027-9784
396,Dairy,5,2025-03-17,726,Supermarket,Shortfurt,Non-Vegetarian,Dinner,2025,March,17,Hancock-Jackson,Supermarket,"75914 Smith Freeway
Burnsshire, KS 10093",Shortfurt,001-769-864-0777x950
397,Salad,14,2025-03-21,987,Supermarket,South Kevinhaven,Non-Vegetarian,Breakfast,2025,March,21,"Harris, Santos and Roberts",Supermarket,"6861 Steven Isle Apt. 138
South Blake, KS 26018",South Kevinhaven,001-664-346-8788
398,Dairy,27,2025-03-20,802,Catering Service,North Katherineshire,Non-Vegetarian,Snacks,2025,March,20,Williams Inc,Catering Service,"269 Isaiah Point Suite 901
Lake Shaneville, KS 49945",North Katherineshire,(134)266-7104x2168
399,Chicken,16,2025-03-29,593,Grocery Store,Tammyside,Vegetarian,Lunch,2025,March,29,"Spencer, Gibson and Arias",Grocery Store,"04212 Gonzalez Shoals Suite 814
Stephenton, MO 69807",Tammyside,525.724.0172x690
400,Rice,42,2025-03-29,897,Catering Service,Villastad,Vegan,Lunch,2025,March,29,Stephens-Braun,Catering Service,"657 Charles Streets
North Carolineberg, AR 77518",Villastad,001-744-282-3182
401,Soup,42,2025-03-18,582,Grocery Store,West Dannyland,Vegetarian,Lunch,2025,March,18,Wilkerson and Sons,Grocery Store,"546 Krause Drive Suite 554
West Kristenborough, GA 43703",West Dannyland,337.240.9406
402,Fish,11,2025-03-29,429,Grocery Store,Lake Benjamin,Non-Vegetarian,Lunch,2025,March,29,"Olson, Johnson and Figueroa",Grocery Store,"99198 Lisa Ranch Suite 190
New Arianaton, CT 16571",Lake Benjamin,001-990-205-7079x72906
403,Bread,25,2025-03-28,133,Catering Service,South Michaelberg,Non-Vegetarian,Breakfast,2025,March,28,Baker LLC,Catering Service,"881 Thomas Valleys Apt. 842
South Danielleland, OR 09264",South Michaelberg,423-570-5106
404,Salad,10,2025-03-18,691,Restaurant,Youngchester,Vegetarian,Snacks,2025,March,18,"Obrien, King and Robinson",Restaurant,"560 Diane Place
North Carla, SC 62821",Youngchester,+1-513-264-8229x419
405,Bread,16,2025-03-20,241,Catering Service,Devinmouth,Vegetarian,Lunch,2025,March,20,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923
406,Salad,28,2025-03-22,222,Catering Service,Stephanieberg,Vegetarian,Snacks,2025,March,22,"Tran, Douglas and Harvey",Catering Service,"5607 Ernest Summit
South Petertown, MS 89142",Stephanieberg,(015)911-4687x4992
407,Chicken,32,2025-03-20,912,Catering Service,Blaketown,Vegetarian,Lunch,2025,March,20,Morrison LLC,Catering Service,"Unit 7525 Box 7976
DPO AA 30814",Blaketown,776.420.3183
408,Soup,42,2025-03-24,391,Supermarket,South Jerryside,Non-Vegetarian,Breakfast,2025,March,24,Lambert Ltd,Supermarket,"10860 Jones Fields
North Nicholasmouth, MI 89187",South Jerryside,351.542.5864x527
409,Chicken,46,2025-03-24,898,Restaurant,Medinatown,Vegetarian,Dinner,2025,March,24,Wilson Group,Restaurant,"Unit 6637 Box 3119
DPO AP 06435",Medinatown,4943539272
410,Salad,21,2025-03-19,273,Supermarket,New Carol,Non-Vegetarian,Snacks,2025,March,19,Hammond LLC,Supermarket,"7396 Patrick Row
East Roy, UT 18983",New Carol,001-324-482-4894
411,Soup,39,2025-03-30,419,Supermarket,Port Peter,Non-Vegetarian,Breakfast,2025,March,30,"Hanson, Wilkerson and Lee",Supermarket,"948 Evans Green
Lake Carol, GA 38897",Port Peter,759.535.5451
412,Chicken,10,2025-03-28,999,Grocery Store,Stevenchester,Non-Vegetarian,Snacks,2025,March,28,Moody Ltd,Grocery Store,"17580 Ernest Hills
Lake Michaelmouth, OR 56416",Stevenchester,637.300.3664x4880
413,Salad,31,2025-03-24,315,Restaurant,Lake Andrewmouth,Vegetarian,Lunch,2025,March,24,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890
414,Vegetables,7,2025-03-21,353,Grocery Store,North Aaron,Non-Vegetarian,Snacks,2025,March,21,Rose-Pearson,Grocery Store,"48119 Luna Villages
Cherylfurt, HI 56512",North Aaron,735.520.0971x89331
415,Vegetables,18,2025-03-23,537,Restaurant,Callahanside,Vegan,Breakfast,2025,March,23,Jones Group,Restaurant,"3828 Williams Lake
Brownshire, OR 72935",Callahanside,(104)313-7701x468
416,Soup,49,2025-03-26,888,Supermarket,West Sharonview,Vegan,Dinner,2025,March,26,Schmidt-Alexander,Supermarket,"96966 Smith Expressway
Lauraburgh, MD 50475",West Sharonview,(616)029-0456x6126
417,Soup,49,2025-03-19,196,Restaurant,Bartonborough,Vegan,Snacks,2025,March,19,Owens-Taylor,Restaurant,"553 Emily Mountains Suite 339
East Mary, MI 74272",Bartonborough,+1-977-169-9906x1607
418,Vegetables,19,2025-03-30,685,Supermarket,Maysside,Non-Vegetarian,Lunch,2025,March,30,Scott and Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328
419,Rice,26,2025-03-19,585,Grocery Store,Port Donnaton,Vegetarian,Breakfast,2025,March,19,Warren Group,Grocery Store,"1956 Moreno Plains Apt. 468
Trevorfort, LA 26796",Port Donnaton,756-246-6838x5142
420,Soup,13,2025-03-26,386,Grocery Store,Wheelermouth,Vegan,Breakfast,2025,March,26,Miranda Ltd,Grocery Store,"71888 Peterson Gardens Suite 750
Port Susan, SD 20635",Wheelermouth,490-189-7305x43330
421,Dairy,24,2025-03-17,676,Catering Service,Lake Jasmin,Vegetarian,Dinner,2025,March,17,Osborne LLC,Catering Service,"448 Thompson Creek
West Diane, WV 52163",Lake Jasmin,+1-340-436-8105x510
422,Soup,2,2025-03-20,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast,2025,March,20,"Phelps, Graham and Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653
423,Fish,6,2025-03-30,926,Grocery Store,North Chase,Vegan,Breakfast,2025,March,30,Perkins Ltd,Grocery Store,"6749 Stewart Trace
New Thomas, KY 96239",North Chase,+1-701-674-2402
424,Pasta,41,2025-03-27,910,Restaurant,Leeburgh,Non-Vegetarian,Lunch,2025,March,27,Lee PLC,Restaurant,"886 Mark Plain Suite 687
Lake Nicholashaven, MN 43931",Leeburgh,346.517.7901x471
425,Chicken,19,2025-03-24,4,Grocery Store,Mendezmouth,Non-Vegetarian,Breakfast,2025,March,24,"Clark, Prince and Williams",Grocery Store,"467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,556.944.8935x401
426,Bread,6,2025-03-22,461,Restaurant,New Hannah,Vegetarian,Dinner,2025,March,22,Murray Inc,Restaurant,"9576 Johnson Course
Farrellport, IN 73821",New Hannah,291.605.6162
427,Soup,34,2025-03-18,338,Catering Service,Adambury,Non-Vegetarian,Lunch,2025,March,18,Ibarra LLC,Catering Service,"064 Andrea Land Suite 946
Lake Melody, ME 49581",Adambury,6703380260
428,Dairy,35,2025-03-16,242,Restaurant,Michaelport,Vegetarian,Snacks,2025,March,16,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548
429,Pasta,34,2025-03-17,178,Catering Service,Scottchester,Non-Vegetarian,Lunch,2025,March,17,Mcbride-Rogers,Catering Service,"4742 Fischer Club Apt. 161
West Carrieview, WA 33065",Scottchester,820.665.7265x01138
430,Dairy,33,2025-03-28,853,Catering Service,East Michelle,Vegan,Snacks,2025,March,28,Jefferson Group,Catering Service,"668 Brown Walks
Davisfort, MI 56210",East Michelle,3908403570
431,Pasta,21,2025-03-20,144,Catering Service,Bellport,Non-Vegetarian,Lunch,2025,March,20,"Johnson, Harris and White",Catering Service,"PSC 5814, Box 9023
APO AA 76560",Bellport,293-470-3464x6698
432,Dairy,34,2025-03-17,979,Restaurant,West Hunter,Non-Vegetarian,Breakfast,2025,March,17,Gray PLC,Restaurant,"536 Joyce Locks Suite 818
East Catherine, DE 59565",West Hunter,209.149.0656x397
433,Dairy,50,2025-03-18,892,Grocery Store,Russellfurt,Vegetarian,Lunch,2025,March,18,Flores-Wade,Grocery Store,"43443 Campbell Highway
Ricetown, MA 95006",Russellfurt,525-492-4716
434,Vegetables,20,2025-03-23,460,Grocery Store,Lake Justin,Non-Vegetarian,Snacks,2025,March,23,"Gutierrez, Anthony and Shannon",Grocery Store,"6787 Jamie Fords Suite 103
Wademouth, IL 18159",Lake Justin,2924416283
435,Chicken,26,2025-03-30,373,Grocery Store,Aprilberg,Non-Vegetarian,Lunch,2025,March,30,Avila Group,Grocery Store,"099 Rodriguez Creek
Ronaldport, RI 02598",Aprilberg,001-835-594-3012x252
436,Pasta,6,2025-03-26,126,Supermarket,New Rodneyville,Vegan,Snacks,2025,March,26,"Jackson, Gonzalez and Smith",Supermarket,"99197 Jensen Inlet
Juliaside, AK 27283",New Rodneyville,(590)652-0264x4365
437,Chicken,29,2025-03-16,345,Catering Service,North Tracy,Non-Vegetarian,Dinner,2025,March,16,Mitchell-Watson,Catering Service,"2215 Jacob Valleys Suite 115
Garcialand, SC 12573",North Tracy,001-366-677-9015
438,Dairy,46,2025-03-20,84,Restaurant,Marthaside,Vegetarian,Breakfast,2025,March,20,Atkins Group,Restaurant,"2205 Sharp Junction Suite 771
Drakefurt, KY 14437",Marthaside,+1-318-669-6985x63710
439,Fruits,41,2025-03-16,986,Supermarket,Port David,Vegan,Dinner,2025,March,16,"Wilson, Harris and Mayo",Supermarket,"075 Kim Vista Suite 910
South Natashaberg, WA 02431",Port David,+1-875-361-7836x21117
440,Pasta,34,2025-03-21,499,Catering Service,Jonathanstad,Vegan,Lunch,2025,March,21,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403
441,Fruits,2,2025-03-18,919,Supermarket,Port Tanyaburgh,Vegetarian,Lunch,2025,March,18,Cruz-Davis,Supermarket,"032 Suarez Pine Apt. 241
Port Anthonyborough, IN 97036",Port Tanyaburgh,(126)595-1397
442,Fish,20,2025-03-18,905,Restaurant,North Kennethshire,Non-Vegetarian,Lunch,2025,March,18,Ayers LLC,Restaurant,"901 Pacheco Dale
Robertport, OK 20674",North Kennethshire,(922)213-3651x61067
443,Chicken,34,2025-03-22,671,Grocery Store,North Catherine,Non-Vegetarian,Lunch,2025,March,22,Sanders and Sons,Grocery Store,"0805 Nicholas Oval Suite 499
New Randy, WI 52774",North Catherine,+1-308-986-2848x196
444,Dairy,27,2025-03-27,117,Restaurant,Amberton,Non-Vegetarian,Lunch,2025,March,27,"Morales, Wood and Cox",Restaurant,"046 Madeline Plain Apt. 669
Smithbury, MS 53261",Amberton,468.025.0721x72227
445,Pasta,13,2025-03-18,995,Supermarket,Manningshire,Vegan,Lunch,2025,March,18,Moore Group,Supermarket,"46915 Maynard Dam Suite 320
North Alyssa, CA 48762",Manningshire,889-093-8775x51762
446,Bread,9,2025-03-24,39,Supermarket,Brittanyville,Non-Vegetarian,Snacks,2025,March,24,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076
447,Soup,21,2025-03-26,736,Supermarket,East Anthony,Vegetarian,Lunch,2025,March,26,Reed LLC,Supermarket,"9132 Garcia Estates
North Carolynshire, TX 77749",East Anthony,427.554.1262
448,Vegetables,25,2025-03-23,221,Supermarket,Walterborough,Vegan,Snacks,2025,March,23,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,(924)099-7995
449,Dairy,21,2025-03-17,655,Restaurant,Jimmyberg,Vegetarian,Dinner,2025,March,17,Smith Group,Restaurant,"USCGC Meyer
FPO AP 46538",Jimmyberg,694.134.6616x8811
450,Bread,9,2025-03-23,368,Grocery Store,North Lindseychester,Non-Vegetarian,Dinner,2025,March,23,Smith-Villegas,Grocery Store,"5916 Craig Courts
New Kevinfurt, MS 57479",North Lindseychester,001-467-901-7553
451,Fish,14,2025-03-18,713,Grocery Store,Smithmouth,Vegan,Breakfast,2025,March,18,Bell-Newman,Grocery Store,"59464 Conner Lake
North Gracechester, AR 71191",Smithmouth,(239)435-1256
452,Vegetables,47,2025-03-23,871,Supermarket,Madelinechester,Vegan,Dinner,2025,March,23,"Burke, Yates and Hicks",Supermarket,"6295 Eric Valleys Suite 028
Taylorhaven, AR 18369",Madelinechester,868-621-1107x14787
453,Fish,21,2025-03-21,664,Catering Service,Jeffreyshire,Vegetarian,Lunch,2025,March,21,Caldwell PLC,Catering Service,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004
454,Pasta,4,2025-03-22,189,Supermarket,Brianside,Vegetarian,Lunch,2025,March,22,Blackwell Ltd,Supermarket,"829 Allen Bridge
West Karenburgh, ND 61533",Brianside,(604)057-1444x583
455,Pasta,17,2025-03-27,630,Catering Service,West Matthew,Vegan,Dinner,2025,March,27,Mathews-Harrison,Catering Service,"2849 Harris Views
Suarezberg, AZ 03015",West Matthew,278.410.3369x739
456,Vegetables,16,2025-03-19,144,Catering Service,Bellport,Vegetarian,Snacks,2025,March,19,"Johnson, Harris and White",Catering Service,"PSC 5814, Box 9023
APO AA 76560",Bellport,293-470-3464x6698
457,Soup,30,2025-03-25,347,Supermarket,Louismouth,Non-Vegetarian,Lunch,2025,March,25,"Hood, Hoffman and Wright",Supermarket,"783 Gonzales Valleys Apt. 115
Alexandrialand, NH 52248",Louismouth,992.697.3906x31622
458,Dairy,16,2025-03-23,210,Grocery Store,Paulmouth,Vegan,Lunch,2025,March,23,Jones-Miller,Grocery Store,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547
459,Rice,2,2025-03-22,213,Grocery Store,Andersonville,Vegetarian,Snacks,2025,March,22,"Anderson, Robinson and Phillips",Grocery Store,"687 Bell Knoll Suite 015
West Bryan, OR 07413",Andersonville,7809531647
460,Dairy,45,2025-03-17,202,Supermarket,Vazquezshire,Vegetarian,Dinner,2025,March,17,Graham-Peters,Supermarket,"72444 Dennis Centers Apt. 058
East Sarahton, NM 90794",Vazquezshire,+1-491-368-1719x38393
461,Pasta,10,2025-03-19,511,Grocery Store,Port Davidshire,Vegetarian,Dinner,2025,March,19,Mitchell PLC,Grocery Store,"1968 Todd Via Apt. 855
South Melissa, MN 02718",Port Davidshire,001-534-826-6584
462,Soup,22,2025-03-23,85,Catering Service,Christopherstad,Vegan,Dinner,2025,March,23,Larson Ltd,Catering Service,"335 Roberts Neck Apt. 867
Samanthaborough, RI 60340",Christopherstad,370.601.0512x89954
463,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch,2025,March,17,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960
464,Fish,27,2025-03-20,201,Catering Service,Sandrastad,Vegetarian,Lunch,2025,March,20,Ramirez LLC,Catering Service,"1488 Cook Ports
South Lindsay, WI 06937",Sandrastad,001-916-437-4521x821
465,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks,2025,March,19,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965
466,Rice,6,2025-03-30,729,Grocery Store,Lake Nathan,Vegetarian,Dinner,2025,March,30,Bennett Inc,Grocery Store,"699 Ricardo Knoll
Jeffreyside, CT 99334",Lake Nathan,+1-440-639-2296x544
467,Dairy,7,2025-03-28,337,Restaurant,New Ricky,Non-Vegetarian,Dinner,2025,March,28,Hogan-Oliver,Restaurant,"03856 Garcia Course Suite 618
New Patriciamouth, DC 05462",New Ricky,001-484-018-9255x90683
468,Fruits,1,2025-03-27,258,Restaurant,Lake Anthonyport,Vegetarian,Breakfast,2025,March,27,Gonzales-Moore,Restaurant,"326 Parker Crescent
South Hailey, SD 72035",Lake Anthonyport,495-926-2302x026
469,Vegetables,7,2025-03-30,388,Supermarket,Manuelhaven,Vegetarian,Snacks,2025,March,30,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987
470,Salad,38,2025-03-17,435,Restaurant,Port Leahfurt,Vegan,Dinner,2025,March,17,"Davies, Salas and Clark",Restaurant,"USNV Gonzalez
FPO AE 52004",Port Leahfurt,779-969-0977
471,Pasta,15,2025-03-30,637,Grocery Store,East Williamshire,Vegetarian,Lunch,2025,March,30,Rodriguez LLC,Grocery Store,"32957 Davis Squares Apt. 352
Port Teresa, TX 28764",East Williamshire,001-157-833-7008x08964
472,Salad,21,2025-03-20,340,Grocery Store,Murrayborough,Non-Vegetarian,Snacks,2025,March,20,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166
473,Chicken,19,2025-03-30,528,Supermarket,Markport,Vegetarian,Breakfast,2025,March,30,Baird PLC,Supermarket,"10521 Jared Mill Suite 659
Mccormickhaven, MO 07533",Markport,001-930-122-6265x199
